"erv.id","seqnames","start","end","width","hitgen","hitrefseq","scaff.start","scaff.end","score","subgenes"
"pCi369","contig21",78515807,78528720,12914,"MSTS01000109.1","NW_018344060.1",7111354,7124267,302,"5LTR PBS MA CA DU RT IN TM PPT 3LTR"
"pCi370","contig21",79123695,79130420,6726,"MSTS01000109.1","NW_018344060.1",7719242,7725967,815,"CA NC RT IN TM PPT"
"pCi371","contig21",80760982,80774457,13476,"MSTS01000109.1","NW_018344060.1",9356529,9370004,306,"5LTR PBS CA Prot IN PPT 3LTR"
"pCi372","contig21",84223909,84230574,6666,"MSTS01000110.1","NW_018344061.1",2940257,2946922,561,"5LTR PBS RT IN TM 3LTR"
"pCi373","contig21",89034452,89039090,4639,"MSTS01000110.1","NW_018344061.1",7750800,7755438,402,"RT IN TM PPT"
"pCi374","contig22",23608788,23615615,6828,"MSTS01000113.1","NW_018344064.1",3968208,3975035,431,"5LTR PBS MA CA Prot IN TM PPT 3LTR"
"pCi375","contig22",29191221,29197190,5970,"MSTS01000113.1","NW_018344064.1",9550641,9556610,697,"CA DU RT IN TM PPT"
"pCi376","contig22",31334574,31339405,4832,"MSTS01000114.1","NW_018344065.1",1947838,1952669,359,"Prot RT IN SU"
"pCi377","contig22",32166147,32169944,3798,"MSTS01000114.1","NW_018344065.1",2779411,2783208,704,"RT IN SU TM PPT"
"pCi378","contig22",32480341,32487457,7117,"MSTS01000114.1","NW_018344065.1",3093605,3100721,400,"5LTR PBS CA NC Prot RT IN TM 3LTR"
"pCi379","contig22",32718965,32730577,11613,"MSTS01000114.1","NW_018344065.1",3332229,3343841,336,"5LTR CA Prot IN TM PPT 3LTR"
"pCi380","contig22",32837941,32845660,7720,"MSTS01000114.1","NW_018344065.1",3451205,3458924,524,"5LTR PBS MA NC Prot RT IN TM PPT 3LTR"
"pCi381","contig22",34401366,34409740,8375,"MSTS01000114.1","NW_018344065.1",5014630,5023004,422,"5LTR CA Prot IN TM PPT 3LTR"
"pCi382","contig22",34401366,34409740,8375,"MSTS01000114.1","NW_018344065.1",5014630,5023004,415,"5LTR CA Prot IN TM PPT 3LTR"
"pCi383","contig22",37871010,37885056,14047,"MSTS01000114.1","NW_018344065.1",8484274,8498320,317,"5LTR PBS MA CA NC RT IN PPT 3LTR"
"pCi384","contig22",37930604,37941640,11037,"MSTS01000114.1","NW_018344065.1",8543868,8554904,307,"5LTR CA Prot IN TM PPT 3LTR"
"pCi385","contig22",42342111,42350752,8642,"MSTS01000115.1","NW_018344066.1",3256243,3264884,364,"5LTR MA CA NC Prot IN SU TM PPT"
"pCi386","contig22",48142064,48148672,6609,"MSTS01000115.1","NW_018344066.1",9056196,9062804,534,"5LTR PBS NC RT IN TM PPT 3LTR"
"pCi387","contig22",426197,433971,7775,"MSTS01000111.1","NW_018344062.1",426197,433971,1890,"5LTR PBS CA NC DU Prot RT IN TM PPT 3LTR"
"pCi388","contig22",50097771,50104435,6665,"MSTS01000116.1","NW_018344067.1",1327692,1334356,504,"5LTR PBS MA CA NC Prot RT SU TM PPT"
"pCi389","contig22",50100758,50103887,3130,"MSTS01000116.1","NW_018344067.1",1330679,1333808,372,"PBS MA CA NC Prot RT"
"pCi390","contig22",54059777,54071483,11707,"MSTS01000116.1","NW_018344067.1",5289698,5301404,302,"5LTR PBS CA DU RT DL IN TM PPT 3LTR"
"pCi391","contig22",59070592,59084373,13782,"MSTS01000117.1","NW_018344068.1",629188,642969,374,"5LTR PBS MA CA NC Prot IN SU PPT 3LTR"
"pCi392","contig22",59354195,59367901,13707,"MSTS01000117.1","NW_018344068.1",912791,926497,329,"5LTR PBS MA CA NC IN TM PPT 3LTR"
"pCi393","contig22",64300712,64311166,10455,"MSTS01000117.1","NW_018344068.1",5859308,5869762,322,"5LTR PBS MA CA NC RT IN TM PPT 3LTR"
"pCi394","contig22",64408039,64413306,5268,"MSTS01000117.1","NW_018344068.1",5966635,5971902,309,"5LTR PBS Prot RT IN TM 3LTR"
"pCi395","contig22",64408039,64413306,5268,"MSTS01000117.1","NW_018344068.1",5966635,5971902,318,"5LTR PBS Prot RT IN TM 3LTR"
"pCi396","contig22",71525386,71533613,8228,"MSTS01000118.1","NW_018344069.1",3462010,3470237,506,"5LTR PBS MA NC Prot IN TM PPT 3LTR"
"pCi397","contig22",81242763,81249691,6929,"MSTS01000119.1","NW_018344070.1",3594298,3601226,397,"CA NC RT IN TM PPT"
"pCi398","contig22",85854779,85867125,12347,"MSTS01000119.1","NW_018344070.1",8206314,8218660,309,"5LTR PBS MA NC RT IN TM PPT 3LTR"
"pCi399","contig23",10941247,10952302,11056,"MSTS01000122.1","NW_018344073.1",1402259,1413314,929,"5LTR PBS MA CA NC Prot RT IN PPT 3LTR"
"pCi400","contig23",15672816,15680667,7852,"MSTS01000122.1","NW_018344073.1",6133828,6141679,994,"5LTR PBS CA NC RT IN TM PPT 3LTR"
"pCi401","contig23",15720675,15724284,3610,"MSTS01000122.1","NW_018344073.1",6181687,6185296,384,"5LTR PBS CA NC TM PPT 3LTR"
"pCi402","contig23",16600636,16606440,5805,"MSTS01000122.1","NW_018344073.1",7061648,7067452,343,"5LTR PBS CA NC IN TM 3LTR"
"pCi403","contig23",16600636,16606440,5805,"MSTS01000122.1","NW_018344073.1",7061648,7067452,348,"5LTR PBS CA NC IN TM 3LTR"
"pCi404","contig23",17953936,17961866,7931,"MSTS01000122.1","NW_018344073.1",8414948,8422878,1316,"5LTR PBS MA CA NC Prot RT IN SU TM PPT 3LTR"
"pCi405","contig23",177892,184479,6588,"MSTS01000121.1","NW_018344072.1",177892,184479,1194,"5LTR PBS NC Prot RT IN 3LTR"
"pCi406","contig23",27136908,27144754,7847,"MSTS01000123.1","NW_018344074.1",8117980,8125826,562,"5LTR PBS MA NC Prot IN TM PPT 3LTR"
"pCi407","contig23",28907835,28919326,11492,"MSTS01000124.1","NW_018344075.1",453732,465223,359,"MA CA NC RT IN PPT 3LTR"
"pCi408","contig23",29653253,29659647,6395,"MSTS01000124.1","NW_018344075.1",1199150,1205544,322,"MA CA NC Prot IN TM PPT"
"pCi409","contig23",30370364,30373739,3376,"MSTS01000124.1","NW_018344075.1",1916261,1919636,344,"CA NC Prot RT IN"
"pCi410","contig23",30328432,30339917,11486,"MSTS01000124.1","NW_018344075.1",1874329,1885814,307,"5LTR MA CA NC RT IN TM PPT 3LTR"
"pCi411","contig23",31788280,31795751,7472,"MSTS01000124.1","NW_018344075.1",3334177,3341648,928,"5LTR PBS MA NC RT IN TM PPT 3LTR"
"pCi412","contig23",43890907,43905530,14624,"MSTS01000125.1","NW_018344076.1",6101421,6116044,353,"5LTR PBS CA NC RT IN SU TM PPT 3LTR"
"pCi413","contig23",46840528,46845352,4825,"MSTS01000125.1","NW_018344076.1",9051042,9055866,770,"NC RT IN TM PPT"
"pCi414","contig23",47448859,47457295,8437,"MSTS01000126.1","NW_018344077.1",413575,422011,2753,"5LTR PBS MA CA NC DU Prot RT IN SU TM PPT 3LTR"
"pCi415","contig23",62945075,62952091,7017,"MSTS01000127.1","NW_018344078.1",6664259,6671275,781,"5LTR PBS RT IN TM PPT 3LTR"
"pCi416","contig23",63998034,64005632,7599,"MSTS01000127.1","NW_018344078.1",7717218,7724816,1029,"5LTR PBS RT IN SU TM PPT 3LTR"
"pCi417","contig23",64001401,64005172,3772,"MSTS01000127.1","NW_018344078.1",7720585,7724356,907,"RT IN TM PPT"
"pCi418","contig23",67605514,67613750,8237,"MSTS01000128.1","NW_018344079.1",2092946,2101182,2387,"5LTR PBS MA CA NC DU Prot RT IN SU TM PPT 3LTR"
"pCi419","contig23",67605514,67613750,8237,"MSTS01000128.1","NW_018344079.1",2092946,2101182,2397,"5LTR PBS MA CA NC DU Prot RT IN SU TM PPT 3LTR"
"pCi420","contig23",68157257,68164259,7003,"MSTS01000128.1","NW_018344079.1",2644689,2651691,870,"5LTR PBS NC RT IN TM PPT 3LTR"
"pCi421","contig23",79146901,79154765,7865,"MSTS01000129.1","NW_018344080.1",4482296,4490160,2391,"5LTR PBS CA NC DU Prot RT IN TM PPT 3LTR"
"pCi423","contig23",8887084,8895341,8258,"MSTS01000121.1","NW_018344072.1",8887084,8895341,330,"5LTR PBS MA CA NC Prot IN TM PPT"
"pCi424","contig23",9300764,9308772,8009,"MSTS01000121.1","NW_018344072.1",9300764,9308772,720,"5LTR PBS CA NC RT IN TM PPT 3LTR"
"pCi425","contig23",9300764,9308772,8009,"MSTS01000121.1","NW_018344072.1",9300764,9308772,705,"5LTR PBS NC RT IN TM PPT 3LTR"
"pCi426","contig24",9911006,9919252,8247,"MSTS01000132.1","NW_018344083.1",939960,948206,620,"5LTR PBS CA Prot RT IN SU TM 3LTR"
"pCi427","contig24",10046139,10057973,11835,"MSTS01000132.1","NW_018344083.1",1075093,1086927,348,"5LTR PBS CA NC Prot IN TM PPT 3LTR"
"pCi428","contig24",14770903,14777930,7028,"MSTS01000132.1","NW_018344083.1",5799857,5806884,762,"5LTR PBS NC RT IN TM PPT 3LTR"
"pCi429","contig24",16013308,16018806,5499,"MSTS01000132.1","NW_018344083.1",7042262,7047760,443,"5LTR MA CA NC Prot IN PPT 3LTR"
"pCi430","contig24",17007307,17018559,11253,"MSTS01000132.1","NW_018344083.1",8036261,8047513,303,"5LTR PBS MA CA NC Prot IN TM PPT 3LTR"
"pCi431","contig24",22353912,22358743,4832,"MSTS01000133.1","NW_018344084.1",4513038,4517869,1685,"PBS MA CA NC DU Prot RT IN"
"pCi432","contig24",22374511,22382458,7948,"MSTS01000133.1","NW_018344084.1",4533637,4541584,590,"5LTR PBS MA NC Prot IN TM 3LTR"
"pCi433","contig24",2545579,2556902,11324,"MSTS01000131.1","NW_018344082.1",2545579,2556902,310,"5LTR PBS CA Prot RT IN TM PPT 3LTR"
"pCi434","contig24",26399151,26408070,8920,"MSTS01000133.1","NW_018344084.1",8558277,8567196,324,"5LTR PBS NC RT IN PPT"
"pCi435","contig24",26713491,26720362,6872,"MSTS01000134.1","NW_018344085.1",129430,136301,848,"5LTR PBS NC RT IN TM PPT 3LTR"
"pCi436","contig24",35220539,35230402,9864,"MSTS01000134.1","NW_018344085.1",8636478,8646341,304,"5LTR PBS MA CA Prot IN TM PPT 3LTR"
"pCi437","contig24",36431453,36435949,4497,"MSTS01000135.1","NW_018344086.1",1148183,1152679,352,"5LTR PBS CA NC RT 3LTR"
"pCi438","contig24",36550541,36559184,8644,"MSTS01000135.1","NW_018344086.1",1267271,1275914,425,"5LTR PBS MA CA NC Prot IN TM PPT"
"pCi439","contig24",36664103,36668098,3996,"MSTS01000135.1","NW_018344086.1",1380833,1384828,319,"CA Prot RT IN"
"pCi440","contig24",44489872,44496425,6554,"MSTS01000136.1","NW_018344087.1",544403,550956,916,"5LTR PBS NC RT IN SU TM PPT 3LTR"
"pCi441","contig24",45788581,45797779,9199,"MSTS01000136.1","NW_018344087.1",1843112,1852310,338,"5LTR PBS CA NC Prot RT IN TM 3LTR"
"pCi442","contig24",45849388,45859341,9954,"MSTS01000136.1","NW_018344087.1",1903919,1913872,660,"5LTR MA CA Prot RT IN TM 3LTR"
"pCi443","contig24",53180002,53184039,4038,"MSTS01000137.1","NW_018344088.1",717573,721610,358,"5LTR PBS MA CA 3LTR"
"pCi444","contig24",53932313,53941445,9133,"MSTS01000137.1","NW_018344088.1",1469884,1479016,494,"5LTR PBS MA CA NC Prot RT IN TM PPT"
"pCi445","contig24",5603018,5609599,6582,"MSTS01000131.1","NW_018344082.1",5603018,5609599,1700,"5LTR PBS MA NC Prot RT IN TM PPT 3LTR"
"pCi446","contig24",5603018,5609599,6582,"MSTS01000131.1","NW_018344082.1",5603018,5609599,1372,"5LTR PBS NC Prot RT IN TM PPT 3LTR"
"pCi447","contig24",57400471,57408044,7574,"MSTS01000137.1","NW_018344088.1",4938042,4945615,458,"5LTR PBS MA CA Prot IN TM PPT 3LTR"
"pCi448","contig24",57400471,57408044,7574,"MSTS01000137.1","NW_018344088.1",4938042,4945615,378,"5LTR PBS MA CA TM PPT 3LTR"
"pCi449","contig24",61667377,61675241,7865,"MSTS01000138.1","NW_018344089.1",770111,777975,2214,"5LTR PBS CA NC DU Prot RT IN TM PPT 3LTR"
"pCi450","contig24",71902839,71911924,9086,"MSTS01000139.1","NW_018344090.1",2585276,2594361,345,"CA NC Prot RT IN PPT 3LTR"
"pCi451","contig24",7234550,7242347,7798,"MSTS01000131.1","NW_018344082.1",7234550,7242347,934,"5LTR PBS NC RT IN TM PPT 3LTR"
"pCi452","contig24",73428349,73435771,7423,"MSTS01000139.1","NW_018344090.1",4110786,4118208,512,"5LTR CA Prot RT IN TM 3LTR"
"pCi453","contig24",73531158,73538721,7564,"MSTS01000139.1","NW_018344090.1",4213595,4221158,1683,"5LTR PBS CA NC Prot RT IN TM PPT 3LTR"
"pCi454","contig24",7511783,7514876,3094,"MSTS01000131.1","NW_018344082.1",7511783,7514876,949,"RT IN TM PPT"
"pCi455","contig24",7511783,7514876,3094,"MSTS01000131.1","NW_018344082.1",7511783,7514876,948,"RT IN TM PPT"
"pCi456","contig24",89671868,89679473,7606,"MSTS01000141.1","NW_018344092.1",3555901,3563506,782,"5LTR PBS RT IN TM PPT 3LTR"
"pCi457","contig24",91353781,91362203,8423,"MSTS01000141.1","NW_018344092.1",5237814,5246236,2763,"5LTR PBS MA CA NC DU Prot RT IN SU TM PPT 3LTR"
"pCi458","contig24",9395598,9401120,5523,"MSTS01000132.1","NW_018344083.1",424552,430074,429,"5LTR PBS MA CA Prot IN TM PPT 3LTR"
"pCi459","contig24",9912360,9914199,1840,"MSTS01000132.1","NW_018344083.1",941314,943153,370,"CA Prot RT"
"pCi460","contig25",18922291,18929002,6712,"MSTS01000144.1","NW_018344095.1",2471718,2478429,565,"5LTR PBS CA Prot RT IN TM PPT 3LTR"
"pCi461","contig25",29477588,29485262,7675,"MSTS01000145.1","NW_018344096.1",4835581,4843255,813,"5LTR PBS CA NC Prot RT IN TM PPT 3LTR"
"pCi462","contig25",30557670,30559400,1731,"MSTS01000145.1","NW_018344096.1",5915663,5917393,405,"Prot RT IN"
"pCi463","contig25",34750857,34764433,13577,"MSTS01000146.1","NW_018344097.1",1962394,1975970,303,"5LTR CA NC Prot IN TM PPT 3LTR"
"pCi464","contig25",35171308,35178861,7554,"MSTS01000146.1","NW_018344097.1",2382845,2390398,496,"5LTR PBS CA NC RT IN TM PPT 3LTR"
"pCi465","contig25",37506872,37517372,10501,"MSTS01000146.1","NW_018344097.1",4718409,4728909,305,"5LTR PBS CA Prot IN TM 3LTR"
"pCi466","contig25",40975295,40990647,15353,"MSTS01000147.1","NW_018344098.1",45344,60696,302,"5LTR PBS MA CA NC Prot RT IN PPT 3LTR"
"pCi467","contig25",42657052,42661124,4073,"MSTS01000147.1","NW_018344098.1",1727101,1731173,1906,"CA NC DU Prot RT IN"
"pCi468","contig25",45203224,45209227,6004,"MSTS01000147.1","NW_018344098.1",4273273,4279276,1387,"5LTR PBS CA Prot RT IN 3LTR"
"pCi469","contig25",45203224,45209227,6004,"MSTS01000147.1","NW_018344098.1",4273273,4279276,1399,"5LTR PBS CA Prot RT IN 3LTR"
"pCi470","contig25",45619179,45626175,6997,"MSTS01000147.1","NW_018344098.1",4689228,4696224,874,"5LTR PBS CA NC RT IN TM PPT 3LTR"
"pCi471","contig25",46491210,46498929,7720,"MSTS01000147.1","NW_018344098.1",5561259,5568978,2285,"5LTR PBS CA NC DU Prot RT IN TM PPT 3LTR"
"pCi472","contig25",46613514,46620398,6885,"MSTS01000147.1","NW_018344098.1",5683563,5690447,1233,"5LTR PBS MA CA NC RT IN TM PPT 3LTR"
"pCi473","contig25",52825773,52830320,4548,"MSTS01000148.1","NW_018344099.1",3796444,3800991,402,"MA CA Prot RT IN SU"
"pCi474","contig25",54426242,54439663,13422,"MSTS01000148.1","NW_018344099.1",5396913,5410334,492,"5LTR PBS CA NC Prot RT IN TM 3LTR"
"pCi475","contig25",6226289,6233511,7223,"MSTS01000142.1","NW_018344093.1",6226289,6233511,524,"5LTR PBS MA NC Prot IN TM PPT 3LTR"
"pCi476","contig25",65281595,65289340,7746,"MSTS01000150.1","NW_018344101.1",147225,154970,469,"5LTR PBS MA NC Prot IN TM PPT 3LTR"
"pCi477","contig25",6561878,6570147,8270,"MSTS01000142.1","NW_018344093.1",6561878,6570147,366,"5LTR PBS MA NC Prot IN SU TM PPT 3LTR"
"pCi478","contig25",69136029,69141505,5477,"MSTS01000150.1","NW_018344101.1",4001659,4007135,310,"MA CA NC RT IN SU PPT"
"pCi479","contig25",71014381,71014953,573,"MSTS01000150.1","NW_018344101.1",5880011,5880583,406,"IN"
"pCi480","contig25",71014381,71017590,3210,"MSTS01000150.1","NW_018344101.1",5880011,5883220,1157,"CA Prot RT IN"
"pCi481","contig25",73133015,73139742,6728,"MSTS01000151.1","NW_018344102.1",79645,86372,674,"5LTR PBS CA Prot RT IN TM 3LTR"
"pCi482","contig25",74184265,74189841,5577,"MSTS01000151.1","NW_018344102.1",1130895,1136471,427,"5LTR PBS MA CA NC Prot RT IN"
"pCi483","contig25",74783280,74795083,11804,"MSTS01000151.1","NW_018344102.1",1729910,1741713,316,"5LTR PBS CA DU RT IN TM PPT 3LTR"
"pCi484","contig25",80584047,80592410,8364,"MSTS01000151.1","NW_018344102.1",7530677,7539040,341,"5LTR PBS NC RT IN PPT"
"pCi485","contig25",8475566,8484240,8675,"MSTS01000143.1","NW_018344094.1",222410,231084,321,"5LTR PBS CA NC Prot RT IN PPT"
"pCi486","contig25",85329986,85334164,4179,"MSTS01000152.1","NW_018344103.1",4365883,4370061,494,"MA CA NC Prot RT IN"
"pCi487","contig25",8882741,8887241,4501,"MSTS01000143.1","NW_018344094.1",629585,634085,335,"PBS MA CA NC Prot RT IN"
"pCi488","contig26",9950373,9958381,8009,"MSTS01000155.1","NW_018344106.1",2159277,2167285,876,"5LTR PBS CA NC Prot RT IN TM PPT 3LTR"
"pCi489","contig26",11916256,11923686,7431,"MSTS01000155.1","NW_018344106.1",4125160,4132590,900,"5LTR PBS RT IN TM PPT 3LTR"
"pCi490","contig26",11960087,11967566,7480,"MSTS01000155.1","NW_018344106.1",4168991,4176470,780,"5LTR PBS MA CA RT IN TM PPT 3LTR"
"pCi491","contig26",21127518,21135360,7843,"MSTS01000156.1","NW_018344107.1",5627651,5635493,1792,"5LTR PBS CA NC DU Prot RT IN TM PPT 3LTR"
"pCi492","contig26",21436002,21443658,7657,"MSTS01000156.1","NW_018344107.1",5936135,5943791,876,"5LTR PBS NC RT IN SU TM PPT 3LTR"
"pCi493","contig26",24752252,24760149,7898,"MSTS01000157.1","NW_018344108.1",1670332,1678229,498,"5LTR MA CA NC Prot RT IN TM 3LTR"
"pCi494","contig26",24837712,24845605,7894,"MSTS01000157.1","NW_018344108.1",1755792,1763685,1863,"5LTR PBS CA NC DU Prot RT IN TM 3LTR"
"pCi495","contig26",26295256,26298522,3267,"MSTS01000157.1","NW_018344108.1",3213336,3216602,429,"RT IN TM PPT"
"pCi496","contig26",2907665,2914394,6730,"MSTS01000154.1","NW_018344105.1",2907665,2914394,1249,"MA CA Prot RT IN TM PPT"
"pCi497","contig26",2907489,2915451,7963,"MSTS01000154.1","NW_018344105.1",2907489,2915451,1607,"5LTR PBS MA CA Prot RT IN TM PPT 3LTR"
"pCi498","contig26",30744494,30753901,9408,"MSTS01000158.1","NW_018344109.1",112175,121582,303,"5LTR MA CA NC RT IN PPT 3LTR"
"pCi499","contig26",38193815,38196384,2570,"MSTS01000159.1","NW_018344110.1",17414,19983,318,"CA NC Prot IN"
"pCi500","contig26",38200806,38208609,7804,"MSTS01000159.1","NW_018344110.1",24405,32208,479,"5LTR PBS MA NC Prot RT IN TM PPT 3LTR"
"pCi501","contig26",38200732,38209669,8938,"MSTS01000159.1","NW_018344110.1",24331,33268,308,"5LTR PBS MA NC RT IN PPT"
"pCi502","contig26",41794446,41802815,8370,"MSTS01000159.1","NW_018344110.1",3618045,3626414,357,"5LTR PBS MA CA DU IN TM PPT 3LTR"
"pCi503","contig26",43449468,43460588,11121,"MSTS01000159.1","NW_018344110.1",5273067,5284187,320,"5LTR PBS MA CA Prot RT IN TM PPT 3LTR"
"pCi504","contig26",49229705,49235861,6157,"MSTS01000160.1","NW_018344111.1",3522645,3528801,786,"5LTR PBS MA CA NC RT IN TM PPT 3LTR"
"pCi505","contig26",49238380,49253353,14974,"MSTS01000160.1","NW_018344111.1",3531320,3546293,310,"5LTR PBS CA Prot IN TM PPT 3LTR"
"pCi506","contig26",49275054,49280574,5521,"MSTS01000160.1","NW_018344111.1",3567994,3573514,309,"5LTR PBS MA CA TM PPT 3LTR"
"pCi507","contig26",49789494,49796764,7271,"MSTS01000160.1","NW_018344111.1",4082434,4089704,423,"5LTR PBS Prot RT IN TM 3LTR"
"pCi508","contig26",50132396,50139284,6889,"MSTS01000160.1","NW_018344111.1",4425336,4432224,603,"5LTR PBS MA CA NC Prot RT IN PPT 3LTR"
"pCi509","contig26",50585742,50594308,8567,"MSTS01000160.1","NW_018344111.1",4878682,4887248,338,"MA CA NC Prot RT IN TM PPT"
"pCi510","contig26",51872425,51880269,7845,"MSTS01000160.1","NW_018344111.1",6165365,6173209,562,"5LTR PBS MA NC Prot IN TM PPT 3LTR"
"pCi511","contig26",52254907,52261931,7025,"MSTS01000160.1","NW_018344111.1",6547847,6554871,609,"5LTR PBS CA Prot RT IN TM PPT 3LTR"
"pCi512","contig26",57449775,57456536,6762,"MSTS01000161.1","NW_018344112.1",4249289,4256050,432,"5LTR PBS Prot RT IN TM 3LTR"
"pCi513","contig26",59576790,59584422,7633,"MSTS01000161.1","NW_018344112.1",6376304,6383936,2088,"5LTR PBS CA NC DU Prot RT IN TM PPT 3LTR"
"pCi514","contig26",62664335,62672248,7914,"MSTS01000162.1","NW_018344113.1",1997874,2005787,1743,"5LTR PBS CA NC DU Prot RT IN TM PPT 3LTR"
"pCi515","contig26",62674335,62680621,6287,"MSTS01000162.1","NW_018344113.1",2007874,2014160,333,"5LTR PBS MA CA NC IN PPT 3LTR"
"pCi516","contig26",62730221,62736579,6359,"MSTS01000162.1","NW_018344113.1",2063760,2070118,334,"5LTR PBS MA CA NC RT IN"
"pCi517","contig26",64363132,64369522,6391,"MSTS01000162.1","NW_018344113.1",3696671,3703061,485,"MA NC Prot RT IN TM PPT"
"pCi518","contig26",65487775,65498161,10387,"MSTS01000162.1","NW_018344113.1",4821314,4831700,303,"5LTR PBS CA NC RT IN TM PPT 3LTR"
"pCi519","contig26",7304649,7309505,4857,"MSTS01000154.1","NW_018344105.1",7304649,7309505,401,"5LTR PBS MA CA TM PPT 3LTR"
"pCi520","contig26",7304649,7309505,4857,"MSTS01000154.1","NW_018344105.1",7304649,7309505,417,"5LTR PBS MA CA TM PPT 3LTR"
"pCi521","contig26",76727819,76735443,7625,"MSTS01000164.1","NW_018344115.1",1287670,1295294,2382,"5LTR PBS CA NC DU Prot RT IN TM PPT 3LTR"
"pCi522","contig26",80871141,80877879,6739,"MSTS01000164.1","NW_018344115.1",5430992,5437730,429,"5LTR PBS MA CA TM PPT 3LTR"
"pCi523","contig26",80998181,81005340,7160,"MSTS01000164.1","NW_018344115.1",5558032,5565191,564,"5LTR PBS MA NC RT IN TM PPT 3LTR"
"pCi525","contig26",81436548,81444974,8427,"MSTS01000164.1","NW_018344115.1",5996399,6004825,2611,"5LTR PBS MA CA NC Prot RT IN SU TM PPT 3LTR"
"pCi526","contig26",82014235,82020237,6003,"MSTS01000164.1","NW_018344115.1",6574086,6580088,319,"5LTR PBS RT IN TM 3LTR"
"pCi527","contig26",82947922,82954010,6089,"MSTS01000165.1","NW_018344116.1",152905,158993,486,"5LTR PBS CA NC Prot IN TM 3LTR"
"pCi528","contig26",83299179,83306438,7260,"MSTS01000165.1","NW_018344116.1",504162,511421,433,"5LTR PBS NC RT SU TM PPT 3LTR"
"pCi529","contig26",85415307,85422917,7611,"MSTS01000165.1","NW_018344116.1",2620290,2627900,382,"PBS MA CA NC Prot RT IN SU PPT"
"pCi530","contig26",87505701,87519856,14156,"MSTS01000165.1","NW_018344116.1",4710684,4724839,309,"5LTR PBS CA Prot IN PPT 3LTR"
"pCi531","contig26",88659030,88667609,8580,"MSTS01000165.1","NW_018344116.1",5864013,5872592,306,"5LTR PBS CA Prot IN TM PPT 3LTR"
"pCi532","contig26",89495131,89502911,7781,"MSTS01000165.1","NW_018344116.1",6700114,6707894,336,"5LTR MA CA NC RT IN TM PPT 3LTR"
"pCi533","contig26",90031177,90042641,11465,"MSTS01000165.1","NW_018344116.1",7236160,7247624,868,"5LTR MA CA NC Prot RT IN TM PPT 3LTR"
"pCi534","contig26",93396865,93402033,5169,"MSTS01000166.1","NW_018344117.1",3332921,3338089,359,"5LTR PBS MA IN TM PPT 3LTR"
"pCi535","contig26",97175422,97184176,8755,"MSTS01000166.1","NW_018344117.1",7111478,7120232,882,"5LTR PBS MA NC RT IN SU TM PPT 3LTR"
"pCi536","contig26",97167940,97175170,7231,"MSTS01000166.1","NW_018344117.1",7103996,7111226,554,"5LTR PBS CA NC RT IN TM PPT 3LTR"
"pCi537","contig27",18602381,18610163,7783,"MSTS01000169.1","NW_018344120.1",4374613,4382395,793,"5LTR PBS MA CA NC RT IN TM PPT 3LTR"
"pCi538","contig27",18602381,18610163,7783,"MSTS01000169.1","NW_018344120.1",4374613,4382395,813,"5LTR PBS MA CA NC RT IN SU TM PPT 3LTR"
"pCi539","contig27",20121668,20129464,7797,"MSTS01000169.1","NW_018344120.1",5893900,5901696,441,"5LTR PBS MA CA IN TM 3LTR"
"pCi540","contig27",21478801,21486070,7270,"MSTS01000170.1","NW_018344121.1",223244,230513,384,"5LTR PBS CA IN SU TM PPT 3LTR"
"pCi541","contig27",30970877,30978010,7134,"MSTS01000171.1","NW_018344122.1",2694979,2702112,1382,"5LTR CA NC DU Prot RT IN TM PPT 3LTR"
"pCi542","contig27",32843778,32847537,3760,"MSTS01000171.1","NW_018344122.1",4567880,4571639,332,"PBS MA CA NC Prot RT IN"
"pCi543","contig27",33437205,33445021,7817,"MSTS01000171.1","NW_018344122.1",5161307,5169123,894,"5LTR PBS CA NC RT IN TM PPT 3LTR"
"pCi544","contig27",40069593,40077004,7412,"MSTS01000172.1","NW_018344123.1",4855398,4862809,712,"5LTR PBS MA NC RT IN TM PPT 3LTR"
"pCi545","contig27",42135027,42149096,14070,"MSTS01000173.1","NW_018344124.1",28823,42892,311,"5LTR PBS CA Prot IN TM PPT 3LTR"
"pCi546","contig27",44678302,44683300,4999,"MSTS01000173.1","NW_018344124.1",2572098,2577096,346,"5LTR PBS MA CA NC Prot RT IN TM PPT 3LTR"
"pCi547","contig27",46650274,46659769,9496,"MSTS01000173.1","NW_018344124.1",4544070,4553565,697,"NC RT IN SU TM PPT 3LTR"
"pCi548","contig27",46633879,46641370,7492,"MSTS01000173.1","NW_018344124.1",4527675,4535166,306,"5LTR PBS CA RT IN TM PPT 3LTR"
"pCi549","contig27",50720152,50726372,6221,"MSTS01000174.1","NW_018344125.1",1756298,1762518,339,"5LTR PBS NC 3LTR"
"pCi550","contig27",51735627,51742752,7126,"MSTS01000174.1","NW_018344125.1",2771773,2778898,317,"5LTR PBS CA NC IN SU 3LTR"
"pCi551","contig27",54772248,54779673,7426,"MSTS01000174.1","NW_018344125.1",5808394,5815819,519,"5LTR PBS MA CA DU RT IN TM PPT 3LTR"
"pCi552","contig27",55537229,55544462,7234,"MSTS01000174.1","NW_018344125.1",6573375,6580608,417,"5LTR PBS CA NC Prot IN"
"pCi553","contig27",5517921,5525446,7526,"MSTS01000167.1","NW_018344118.1",5517921,5525446,809,"5LTR PBS NC RT IN TM PPT 3LTR"
