"scaffold","genbank.accn","refseq.accn","scaffold.len"
"phaCin_unsw_v4.1.fa.scaf00598","MSTS01000598.1","NW_018344549.1",61723
"phaCin_unsw_v4.1.fa.scaf00599","MSTS01000599.1","NW_018344550.1",61509
"phaCin_unsw_v4.1.fa.scaf00600","MSTS01000600.1","NW_018344551.1",61391
"phaCin_unsw_v4.1.fa.scaf00601","MSTS01000601.1","NW_018344552.1",61322
"phaCin_unsw_v4.1.fa.scaf00602","MSTS01000602.1","NW_018344553.1",61306
"phaCin_unsw_v4.1.fa.scaf00603","MSTS01000603.1","NW_018344554.1",61055
"phaCin_unsw_v4.1.fa.scaf00604","MSTS01000604.1","NW_018344555.1",60898
"phaCin_unsw_v4.1.fa.scaf00605","MSTS01000605.1","NW_018344556.1",60896
"phaCin_unsw_v4.1.fa.scaf00606","MSTS01000606.1","NW_018344557.1",59840
"phaCin_unsw_v4.1.fa.scaf00607","MSTS01000607.1","NW_018344558.1",59166
"phaCin_unsw_v4.1.fa.scaf00608","MSTS01000608.1","NW_018344559.1",58902
"phaCin_unsw_v4.1.fa.scaf00609","MSTS01000609.1","NW_018344560.1",58869
"phaCin_unsw_v4.1.fa.scaf00610","MSTS01000610.1","NW_018344561.1",58686
"phaCin_unsw_v4.1.fa.scaf00611","MSTS01000611.1","NW_018344562.1",58538
"phaCin_unsw_v4.1.fa.scaf00612","MSTS01000612.1","NW_018344563.1",58106
"phaCin_unsw_v4.1.fa.scaf00613","MSTS01000613.1","NW_018344564.1",57989
"phaCin_unsw_v4.1.fa.scaf00614","MSTS01000614.1","NW_018344565.1",57924
"phaCin_unsw_v4.1.fa.scaf00615","MSTS01000615.1","NW_018344566.1",57717
"phaCin_unsw_v4.1.fa.scaf00616","MSTS01000616.1","NW_018344567.1",57689
"phaCin_unsw_v4.1.fa.scaf00617","MSTS01000617.1","NW_018344568.1",57663
"phaCin_unsw_v4.1.fa.scaf00618","MSTS01000618.1","NW_018344569.1",57580
"phaCin_unsw_v4.1.fa.scaf00619","MSTS01000619.1","NW_018344570.1",57377
"phaCin_unsw_v4.1.fa.scaf00620","MSTS01000620.1","NW_018344571.1",57106
"phaCin_unsw_v4.1.fa.scaf00621","MSTS01000621.1","NW_018344572.1",56910
"phaCin_unsw_v4.1.fa.scaf00622","MSTS01000622.1","NW_018344573.1",56816
"phaCin_unsw_v4.1.fa.scaf00623","MSTS01000623.1","NW_018344574.1",56745
"phaCin_unsw_v4.1.fa.scaf00624","MSTS01000624.1","NW_018344575.1",56411
"phaCin_unsw_v4.1.fa.scaf00625","MSTS01000625.1","NW_018344576.1",56377
"phaCin_unsw_v4.1.fa.scaf00626","MSTS01000626.1","NW_018344577.1",56219
"phaCin_unsw_v4.1.fa.scaf00627","MSTS01000627.1","NW_018344578.1",56053
"phaCin_unsw_v4.1.fa.scaf00628","MSTS01000628.1","NW_018344579.1",55974
"phaCin_unsw_v4.1.fa.scaf00629","MSTS01000629.1","NW_018344580.1",55862
"phaCin_unsw_v4.1.fa.scaf00630","MSTS01000630.1","NW_018344581.1",55682
"phaCin_unsw_v4.1.fa.scaf00631","MSTS01000631.1","NW_018344582.1",55551
"phaCin_unsw_v4.1.fa.scaf00632","MSTS01000632.1","NW_018344583.1",55544
"phaCin_unsw_v4.1.fa.scaf00633","MSTS01000633.1","NW_018344584.1",55405
"phaCin_unsw_v4.1.fa.scaf00634","MSTS01000634.1","NW_018344585.1",55063
"phaCin_unsw_v4.1.fa.scaf00635","MSTS01000635.1","NW_018344586.1",54896
"phaCin_unsw_v4.1.fa.scaf00636","MSTS01000636.1","NW_018344587.1",54737
"phaCin_unsw_v4.1.fa.scaf00637","MSTS01000637.1","NW_018344588.1",54650
"phaCin_unsw_v4.1.fa.scaf00638","MSTS01000638.1","NW_018344589.1",54404
"phaCin_unsw_v4.1.fa.scaf00639","MSTS01000639.1","NW_018344590.1",54174
"phaCin_unsw_v4.1.fa.scaf00640","MSTS01000640.1","NW_018344591.1",54170
"phaCin_unsw_v4.1.fa.scaf00641","MSTS01000641.1","NW_018344592.1",53313
"phaCin_unsw_v4.1.fa.scaf00642","MSTS01000642.1","NW_018344593.1",53285
"phaCin_unsw_v4.1.fa.scaf00643","MSTS01000643.1","NW_018344594.1",53216
"phaCin_unsw_v4.1.fa.scaf00644","MSTS01000644.1","NW_018344595.1",52937
"phaCin_unsw_v4.1.fa.scaf00645","MSTS01000645.1","NW_018344596.1",52829
"phaCin_unsw_v4.1.fa.scaf00646","MSTS01000646.1","NW_018344597.1",52721
"phaCin_unsw_v4.1.fa.scaf00647","MSTS01000647.1","NW_018344598.1",52303
"phaCin_unsw_v4.1.fa.scaf00648","MSTS01000648.1","NW_018344599.1",52025
"phaCin_unsw_v4.1.fa.scaf00649","MSTS01000649.1","NW_018344600.1",51988
"phaCin_unsw_v4.1.fa.scaf00650","MSTS01000650.1","NW_018344601.1",51893
"phaCin_unsw_v4.1.fa.scaf00651","MSTS01000651.1","NW_018344602.1",51744
"phaCin_unsw_v4.1.fa.scaf00652","MSTS01000652.1","NW_018344603.1",51674
"phaCin_unsw_v4.1.fa.scaf00653","MSTS01000653.1","NW_018344604.1",51593
"phaCin_unsw_v4.1.fa.scaf00654","MSTS01000654.1","NW_018344605.1",51517
"phaCin_unsw_v4.1.fa.scaf00655","MSTS01000655.1","NW_018344606.1",51510
"phaCin_unsw_v4.1.fa.scaf00656","MSTS01000656.1","NW_018344607.1",51445
"phaCin_unsw_v4.1.fa.scaf00657","MSTS01000657.1","NW_018344608.1",51158
"phaCin_unsw_v4.1.fa.scaf00658","MSTS01000658.1","NW_018344609.1",50653
"phaCin_unsw_v4.1.fa.scaf00659","MSTS01000659.1","NW_018344610.1",50622
"phaCin_unsw_v4.1.fa.scaf00660","MSTS01000660.1","NW_018344611.1",50398
"phaCin_unsw_v4.1.fa.scaf00661","MSTS01000661.1","NW_018344612.1",50134
"phaCin_unsw_v4.1.fa.scaf00662","MSTS01000662.1","NW_018344613.1",50018
"phaCin_unsw_v4.1.fa.scaf00663","MSTS01000663.1","NW_018344614.1",49969
"phaCin_unsw_v4.1.fa.scaf00664","MSTS01000664.1","NW_018344615.1",49957
"phaCin_unsw_v4.1.fa.scaf00665","MSTS01000665.1","NW_018344616.1",49933
"phaCin_unsw_v4.1.fa.scaf00666","MSTS01000666.1","NW_018344617.1",49838
"phaCin_unsw_v4.1.fa.scaf00667","MSTS01000667.1","NW_018344618.1",49834
"phaCin_unsw_v4.1.fa.scaf00668","MSTS01000668.1","NW_018344619.1",49701
"phaCin_unsw_v4.1.fa.scaf00669","MSTS01000669.1","NW_018344620.1",49698
"phaCin_unsw_v4.1.fa.scaf00670","MSTS01000670.1","NW_018344621.1",49648
"phaCin_unsw_v4.1.fa.scaf00671","MSTS01000671.1","NW_018344622.1",49496
"phaCin_unsw_v4.1.fa.scaf00672","MSTS01000672.1","NW_018344623.1",48786
"phaCin_unsw_v4.1.fa.scaf00673","MSTS01000673.1","NW_018344624.1",48539
"phaCin_unsw_v4.1.fa.scaf00674","MSTS01000674.1","NW_018344625.1",48531
"phaCin_unsw_v4.1.fa.scaf00675","MSTS01000675.1","NW_018344626.1",48430
"phaCin_unsw_v4.1.fa.scaf00676","MSTS01000676.1","NW_018344627.1",48400
"phaCin_unsw_v4.1.fa.scaf00677","MSTS01000677.1","NW_018344628.1",48362
"phaCin_unsw_v4.1.fa.scaf00678","MSTS01000678.1","NW_018344629.1",48339
"phaCin_unsw_v4.1.fa.scaf00679","MSTS01000679.1","NW_018344630.1",48299
"phaCin_unsw_v4.1.fa.scaf00680","MSTS01000680.1","NW_018344631.1",48265
"phaCin_unsw_v4.1.fa.scaf00681","MSTS01000681.1","NW_018344632.1",47602
"phaCin_unsw_v4.1.fa.scaf00682","MSTS01000682.1","NW_018344633.1",47588
"phaCin_unsw_v4.1.fa.scaf00683","MSTS01000683.1","NW_018344634.1",47372
"phaCin_unsw_v4.1.fa.scaf00684","MSTS01000684.1","NW_018344635.1",47093
"phaCin_unsw_v4.1.fa.scaf00685","MSTS01000685.1","NW_018344636.1",46935
"phaCin_unsw_v4.1.fa.scaf00686","MSTS01000686.1","NW_018344637.1",46838
"phaCin_unsw_v4.1.fa.scaf00687","MSTS01000687.1","NW_018344638.1",46387
"phaCin_unsw_v4.1.fa.scaf00688","MSTS01000688.1","NW_018344639.1",46340
"phaCin_unsw_v4.1.fa.scaf00689","MSTS01000689.1","NW_018344640.1",46279
"phaCin_unsw_v4.1.fa.scaf00690","MSTS01000690.1","NW_018344641.1",46222
"phaCin_unsw_v4.1.fa.scaf00691","MSTS01000691.1","NW_018344642.1",46217
"phaCin_unsw_v4.1.fa.scaf00692","MSTS01000692.1","NW_018344643.1",46148
"phaCin_unsw_v4.1.fa.scaf00693","MSTS01000693.1","NW_018344644.1",46094
"phaCin_unsw_v4.1.fa.scaf00694","MSTS01000694.1","NW_018344645.1",45978
"phaCin_unsw_v4.1.fa.scaf00695","MSTS01000695.1","NW_018344646.1",45925
"phaCin_unsw_v4.1.fa.scaf00696","MSTS01000696.1","NW_018344647.1",45583
"phaCin_unsw_v4.1.fa.scaf00697","MSTS01000697.1","NW_018344648.1",45581
"phaCin_unsw_v4.1.fa.scaf00698","MSTS01000698.1","NW_018344649.1",45533
"phaCin_unsw_v4.1.fa.scaf00699","MSTS01000699.1","NW_018344650.1",45483
"phaCin_unsw_v4.1.fa.scaf00700","MSTS01000700.1","NW_018344651.1",45336
"phaCin_unsw_v4.1.fa.scaf00701","MSTS01000701.1","NW_018344652.1",45252
"phaCin_unsw_v4.1.fa.scaf00702","MSTS01000702.1","NW_018344653.1",45243
"phaCin_unsw_v4.1.fa.scaf00703","MSTS01000703.1","NW_018344654.1",45176
"phaCin_unsw_v4.1.fa.scaf00704","MSTS01000704.1","NW_018344655.1",44984
"phaCin_unsw_v4.1.fa.scaf00705","MSTS01000705.1","NW_018344656.1",44951
"phaCin_unsw_v4.1.fa.scaf00706","MSTS01000706.1","NW_018344657.1",44652
"phaCin_unsw_v4.1.fa.scaf00707","MSTS01000707.1","NW_018344658.1",44631
"phaCin_unsw_v4.1.fa.scaf00708","MSTS01000708.1","NW_018344659.1",44619
"phaCin_unsw_v4.1.fa.scaf00709","MSTS01000709.1","NW_018344660.1",44585
"phaCin_unsw_v4.1.fa.scaf00710","MSTS01000710.1","NW_018344661.1",44562
"phaCin_unsw_v4.1.fa.scaf00711","MSTS01000711.1","NW_018344662.1",44196
"phaCin_unsw_v4.1.fa.scaf00712","MSTS01000712.1","NW_018344663.1",44083
"phaCin_unsw_v4.1.fa.scaf00713","MSTS01000713.1","NW_018344664.1",43987
"phaCin_unsw_v4.1.fa.scaf00714","MSTS01000714.1","NW_018344665.1",43939
"phaCin_unsw_v4.1.fa.scaf00715","MSTS01000715.1","NW_018344666.1",43846
"phaCin_unsw_v4.1.fa.scaf00716","MSTS01000716.1","NW_018344667.1",43845
"phaCin_unsw_v4.1.fa.scaf00717","MSTS01000717.1","NW_018344668.1",43823
"phaCin_unsw_v4.1.fa.scaf00718","MSTS01000718.1","NW_018344669.1",43740
"phaCin_unsw_v4.1.fa.scaf00719","MSTS01000719.1","NW_018344670.1",43651
"phaCin_unsw_v4.1.fa.scaf00720","MSTS01000720.1","NW_018344671.1",43557
"phaCin_unsw_v4.1.fa.scaf00721","MSTS01000721.1","NW_018344672.1",43360
"phaCin_unsw_v4.1.fa.scaf00722","MSTS01000722.1","NW_018344673.1",43351
"phaCin_unsw_v4.1.fa.scaf00723","MSTS01000723.1","NW_018344674.1",43288
"phaCin_unsw_v4.1.fa.scaf00724","MSTS01000724.1","NW_018344675.1",43228
"phaCin_unsw_v4.1.fa.scaf00725","MSTS01000725.1","NW_018344676.1",43069
"phaCin_unsw_v4.1.fa.scaf00726","MSTS01000726.1","NW_018344677.1",43020
"phaCin_unsw_v4.1.fa.scaf00727","MSTS01000727.1","NW_018344678.1",42980
"phaCin_unsw_v4.1.fa.scaf00728","MSTS01000728.1","NW_018344679.1",42977
"phaCin_unsw_v4.1.fa.scaf00729","MSTS01000729.1","NW_018344680.1",42852
"phaCin_unsw_v4.1.fa.scaf00730","MSTS01000730.1","NW_018344681.1",42687
"phaCin_unsw_v4.1.fa.scaf00731","MSTS01000731.1","NW_018344682.1",42518
"phaCin_unsw_v4.1.fa.scaf00732","MSTS01000732.1","NW_018344683.1",42413
"phaCin_unsw_v4.1.fa.scaf00733","MSTS01000733.1","NW_018344684.1",42137
"phaCin_unsw_v4.1.fa.scaf00734","MSTS01000734.1","NW_018344685.1",42114
"phaCin_unsw_v4.1.fa.scaf00735","MSTS01000735.1","NW_018344686.1",42101
"phaCin_unsw_v4.1.fa.scaf00736","MSTS01000736.1","NW_018344687.1",41966
"phaCin_unsw_v4.1.fa.scaf00737","MSTS01000737.1","NW_018344688.1",41950
"phaCin_unsw_v4.1.fa.scaf00738","MSTS01000738.1","NW_018344689.1",41884
"phaCin_unsw_v4.1.fa.scaf00739","MSTS01000739.1","NW_018344690.1",41828
"phaCin_unsw_v4.1.fa.scaf00740","MSTS01000740.1","NW_018344691.1",41742
"phaCin_unsw_v4.1.fa.scaf00741","MSTS01000741.1","NW_018344692.1",41626
"phaCin_unsw_v4.1.fa.scaf00742","MSTS01000742.1","NW_018344693.1",41403
"phaCin_unsw_v4.1.fa.scaf00743","MSTS01000743.1","NW_018344694.1",41184
"phaCin_unsw_v4.1.fa.scaf00744","MSTS01000744.1","NW_018344695.1",41117
"phaCin_unsw_v4.1.fa.scaf00745","MSTS01000745.1","NW_018344696.1",41091
"phaCin_unsw_v4.1.fa.scaf00746","MSTS01000746.1","NW_018344697.1",41060
"phaCin_unsw_v4.1.fa.scaf00747","MSTS01000747.1","NW_018344698.1",41011
"phaCin_unsw_v4.1.fa.scaf00748","MSTS01000748.1","NW_018344699.1",40972
"phaCin_unsw_v4.1.fa.scaf00749","MSTS01000749.1","NW_018344700.1",40912
"phaCin_unsw_v4.1.fa.scaf00750","MSTS01000750.1","NW_018344701.1",40877
"phaCin_unsw_v4.1.fa.scaf00751","MSTS01000751.1","NW_018344702.1",40870
"phaCin_unsw_v4.1.fa.scaf00752","MSTS01000752.1","NW_018344703.1",40867
"phaCin_unsw_v4.1.fa.scaf00753","MSTS01000753.1","NW_018344704.1",40795
"phaCin_unsw_v4.1.fa.scaf00754","MSTS01000754.1","NW_018344705.1",40764
"phaCin_unsw_v4.1.fa.scaf00755","MSTS01000755.1","NW_018344706.1",40735
"phaCin_unsw_v4.1.fa.scaf00756","MSTS01000756.1","NW_018344707.1",40711
"phaCin_unsw_v4.1.fa.scaf00757","MSTS01000757.1","NW_018344708.1",40632
"phaCin_unsw_v4.1.fa.scaf00758","MSTS01000758.1","NW_018344709.1",40479
"phaCin_unsw_v4.1.fa.scaf00759","MSTS01000759.1","NW_018344710.1",40454
"phaCin_unsw_v4.1.fa.scaf00760","MSTS01000760.1","NW_018344711.1",40426
"phaCin_unsw_v4.1.fa.scaf00761","MSTS01000761.1","NW_018344712.1",40369
"phaCin_unsw_v4.1.fa.scaf00762","MSTS01000762.1","NW_018344713.1",40357
"phaCin_unsw_v4.1.fa.scaf00763","MSTS01000763.1","NW_018344714.1",40303
"phaCin_unsw_v4.1.fa.scaf00764","MSTS01000764.1","NW_018344715.1",40248
"phaCin_unsw_v4.1.fa.scaf00765","MSTS01000765.1","NW_018344716.1",40231
"phaCin_unsw_v4.1.fa.scaf00766","MSTS01000766.1","NW_018344717.1",40169
"phaCin_unsw_v4.1.fa.scaf00767","MSTS01000767.1","NW_018344718.1",40167
"phaCin_unsw_v4.1.fa.scaf00768","MSTS01000768.1","NW_018344719.1",40155
"phaCin_unsw_v4.1.fa.scaf00769","MSTS01000769.1","NW_018344720.1",40110
"phaCin_unsw_v4.1.fa.scaf00770","MSTS01000770.1","NW_018344721.1",40094
"phaCin_unsw_v4.1.fa.scaf00771","MSTS01000771.1","NW_018344722.1",39907
"phaCin_unsw_v4.1.fa.scaf00772","MSTS01000772.1","NW_018344723.1",39898
"phaCin_unsw_v4.1.fa.scaf00773","MSTS01000773.1","NW_018344724.1",39758
"phaCin_unsw_v4.1.fa.scaf00774","MSTS01000774.1","NW_018344725.1",39736
"phaCin_unsw_v4.1.fa.scaf00775","MSTS01000775.1","NW_018344726.1",39597
"phaCin_unsw_v4.1.fa.scaf00776","MSTS01000776.1","NW_018344727.1",39527
"phaCin_unsw_v4.1.fa.scaf00777","MSTS01000777.1","NW_018344728.1",39459
"phaCin_unsw_v4.1.fa.scaf00778","MSTS01000778.1","NW_018344729.1",39427
"phaCin_unsw_v4.1.fa.scaf00779","MSTS01000779.1","NW_018344730.1",39405
"phaCin_unsw_v4.1.fa.scaf00780","MSTS01000780.1","NW_018344731.1",39351
"phaCin_unsw_v4.1.fa.scaf00781","MSTS01000781.1","NW_018344732.1",39270
"phaCin_unsw_v4.1.fa.scaf00782","MSTS01000782.1","NW_018344733.1",39203
"phaCin_unsw_v4.1.fa.scaf00783","MSTS01000783.1","NW_018344734.1",39114
"phaCin_unsw_v4.1.fa.scaf00784","MSTS01000784.1","NW_018344735.1",39094
"phaCin_unsw_v4.1.fa.scaf00785","MSTS01000785.1","NW_018344736.1",38974
"phaCin_unsw_v4.1.fa.scaf00786","MSTS01000786.1","NW_018344737.1",38965
"phaCin_unsw_v4.1.fa.scaf00787","MSTS01000787.1","NW_018344738.1",38942
"phaCin_unsw_v4.1.fa.scaf00788","MSTS01000788.1","NW_018344739.1",38890
"phaCin_unsw_v4.1.fa.scaf00789","MSTS01000789.1","NW_018344740.1",38849
"phaCin_unsw_v4.1.fa.scaf00790","MSTS01000790.1","NW_018344741.1",38682
"phaCin_unsw_v4.1.fa.scaf00791","MSTS01000791.1","NW_018344742.1",38666
"phaCin_unsw_v4.1.fa.scaf00792","MSTS01000792.1","NW_018344743.1",38567
"phaCin_unsw_v4.1.fa.scaf00793","MSTS01000793.1","NW_018344744.1",38547
"phaCin_unsw_v4.1.fa.scaf00794","MSTS01000794.1","NW_018344745.1",38540
"phaCin_unsw_v4.1.fa.scaf00795","MSTS01000795.1","NW_018344746.1",38330
"phaCin_unsw_v4.1.fa.scaf00796","MSTS01000796.1","NW_018344747.1",38210
"phaCin_unsw_v4.1.fa.scaf00797","MSTS01000797.1","NW_018344748.1",38187
"phaCin_unsw_v4.1.fa.scaf00798","MSTS01000798.1","NW_018344749.1",38109
"phaCin_unsw_v4.1.fa.scaf00799","MSTS01000799.1","NW_018344750.1",38080
"phaCin_unsw_v4.1.fa.scaf00800","MSTS01000800.1","NW_018344751.1",38022
"phaCin_unsw_v4.1.fa.scaf00801","MSTS01000801.1","NW_018344752.1",37998
"phaCin_unsw_v4.1.fa.scaf00802","MSTS01000802.1","NW_018344753.1",37942
"phaCin_unsw_v4.1.fa.scaf00803","MSTS01000803.1","NW_018344754.1",37634
"phaCin_unsw_v4.1.fa.scaf00804","MSTS01000804.1","NW_018344755.1",37630
"phaCin_unsw_v4.1.fa.scaf00805","MSTS01000805.1","NW_018344756.1",37539
"phaCin_unsw_v4.1.fa.scaf00806","MSTS01000806.1","NW_018344757.1",37529
"phaCin_unsw_v4.1.fa.scaf00807","MSTS01000807.1","NW_018344758.1",37475
"phaCin_unsw_v4.1.fa.scaf00808","MSTS01000808.1","NW_018344759.1",37347
"phaCin_unsw_v4.1.fa.scaf00809","MSTS01000809.1","NW_018344760.1",37269
"phaCin_unsw_v4.1.fa.scaf00810","MSTS01000810.1","NW_018344761.1",37111
"phaCin_unsw_v4.1.fa.scaf00811","MSTS01000811.1","NW_018344762.1",37066
"phaCin_unsw_v4.1.fa.scaf00812","MSTS01000812.1","NW_018344763.1",37045
"phaCin_unsw_v4.1.fa.scaf00813","MSTS01000813.1","NW_018344764.1",37025
"phaCin_unsw_v4.1.fa.scaf00814","MSTS01000814.1","NW_018344765.1",36979
"phaCin_unsw_v4.1.fa.scaf00815","MSTS01000815.1","NW_018344766.1",36958
"phaCin_unsw_v4.1.fa.scaf00816","MSTS01000816.1","NW_018344767.1",36928
"phaCin_unsw_v4.1.fa.scaf00817","MSTS01000817.1","NW_018344768.1",36880
"phaCin_unsw_v4.1.fa.scaf00818","MSTS01000818.1","NW_018344769.1",36853
"phaCin_unsw_v4.1.fa.scaf00819","MSTS01000819.1","NW_018344770.1",36851
"phaCin_unsw_v4.1.fa.scaf00820","MSTS01000820.1","NW_018344771.1",36810
"phaCin_unsw_v4.1.fa.scaf00821","MSTS01000821.1","NW_018344772.1",36761
"phaCin_unsw_v4.1.fa.scaf00822","MSTS01000822.1","NW_018344773.1",36692
"phaCin_unsw_v4.1.fa.scaf00823","MSTS01000823.1","NW_018344774.1",36690
"phaCin_unsw_v4.1.fa.scaf00824","MSTS01000824.1","NW_018344775.1",36684
"phaCin_unsw_v4.1.fa.scaf00825","MSTS01000825.1","NW_018344776.1",36593
"phaCin_unsw_v4.1.fa.scaf00826","MSTS01000826.1","NW_018344777.1",36589
"phaCin_unsw_v4.1.fa.scaf00827","MSTS01000827.1","NW_018344778.1",36513
"phaCin_unsw_v4.1.fa.scaf00828","MSTS01000828.1","NW_018344779.1",36513
"phaCin_unsw_v4.1.fa.scaf00829","MSTS01000829.1","NW_018344780.1",36513
"phaCin_unsw_v4.1.fa.scaf00830","MSTS01000830.1","NW_018344781.1",36500
"phaCin_unsw_v4.1.fa.scaf00831","MSTS01000831.1","NW_018344782.1",36499
"phaCin_unsw_v4.1.fa.scaf00832","MSTS01000832.1","NW_018344783.1",36496
"phaCin_unsw_v4.1.fa.scaf00833","MSTS01000833.1","NW_018344784.1",36483
"phaCin_unsw_v4.1.fa.scaf00834","MSTS01000834.1","NW_018344785.1",36479
"phaCin_unsw_v4.1.fa.scaf00835","MSTS01000835.1","NW_018344786.1",36453
"phaCin_unsw_v4.1.fa.scaf00836","MSTS01000836.1","NW_018344787.1",36430
"phaCin_unsw_v4.1.fa.scaf00837","MSTS01000837.1","NW_018344788.1",36383
"phaCin_unsw_v4.1.fa.scaf00838","MSTS01000838.1","NW_018344789.1",36373
"phaCin_unsw_v4.1.fa.scaf00839","MSTS01000839.1","NW_018344790.1",36333
"phaCin_unsw_v4.1.fa.scaf00840","MSTS01000840.1","NW_018344791.1",36262
"phaCin_unsw_v4.1.fa.scaf00841","MSTS01000841.1","NW_018344792.1",36241
"phaCin_unsw_v4.1.fa.scaf00842","MSTS01000842.1","NW_018344793.1",36231
"phaCin_unsw_v4.1.fa.scaf00843","MSTS01000843.1","NW_018344794.1",36048
"phaCin_unsw_v4.1.fa.scaf00844","MSTS01000844.1","NW_018344795.1",35977
"phaCin_unsw_v4.1.fa.scaf00845","MSTS01000845.1","NW_018344796.1",35955
"phaCin_unsw_v4.1.fa.scaf00846","MSTS01000846.1","NW_018344797.1",35901
"phaCin_unsw_v4.1.fa.scaf00847","MSTS01000847.1","NW_018344798.1",35820
"phaCin_unsw_v4.1.fa.scaf00848","MSTS01000848.1","NW_018344799.1",35807
"phaCin_unsw_v4.1.fa.scaf00849","MSTS01000849.1","NW_018344800.1",35782
"phaCin_unsw_v4.1.fa.scaf00850","MSTS01000850.1","NW_018344801.1",35746
"phaCin_unsw_v4.1.fa.scaf00851","MSTS01000851.1","NW_018344802.1",35720
"phaCin_unsw_v4.1.fa.scaf00852","MSTS01000852.1","NW_018344803.1",35672
"phaCin_unsw_v4.1.fa.scaf00853","MSTS01000853.1","NW_018344804.1",35659
"phaCin_unsw_v4.1.fa.scaf00854","MSTS01000854.1","NW_018344805.1",35564
"phaCin_unsw_v4.1.fa.scaf00855","MSTS01000855.1","NW_018344806.1",35562
"phaCin_unsw_v4.1.fa.scaf00856","MSTS01000856.1","NW_018344807.1",35542
"phaCin_unsw_v4.1.fa.scaf00857","MSTS01000857.1","NW_018344808.1",35497
"phaCin_unsw_v4.1.fa.scaf00858","MSTS01000858.1","NW_018344809.1",35479
"phaCin_unsw_v4.1.fa.scaf00859","MSTS01000859.1","NW_018344810.1",35405
"phaCin_unsw_v4.1.fa.scaf00860","MSTS01000860.1","NW_018344811.1",35394
"phaCin_unsw_v4.1.fa.scaf00861","MSTS01000861.1","NW_018344812.1",35375
"phaCin_unsw_v4.1.fa.scaf00862","MSTS01000862.1","NW_018344813.1",35350
"phaCin_unsw_v4.1.fa.scaf00863","MSTS01000863.1","NW_018344814.1",35347
"phaCin_unsw_v4.1.fa.scaf00864","MSTS01000864.1","NW_018344815.1",35275
"phaCin_unsw_v4.1.fa.scaf00865","MSTS01000865.1","NW_018344816.1",35267
"phaCin_unsw_v4.1.fa.scaf00866","MSTS01000866.1","NW_018344817.1",35100
"phaCin_unsw_v4.1.fa.scaf00867","MSTS01000867.1","NW_018344818.1",35097
"phaCin_unsw_v4.1.fa.scaf00868","MSTS01000868.1","NW_018344819.1",35082
"phaCin_unsw_v4.1.fa.scaf00869","MSTS01000869.1","NW_018344820.1",35071
"phaCin_unsw_v4.1.fa.scaf00870","MSTS01000870.1","NW_018344821.1",34962
"phaCin_unsw_v4.1.fa.scaf00871","MSTS01000871.1","NW_018344822.1",34935
"phaCin_unsw_v4.1.fa.scaf00872","MSTS01000872.1","NW_018344823.1",34901
"phaCin_unsw_v4.1.fa.scaf00873","MSTS01000873.1","NW_018344824.1",34873
"phaCin_unsw_v4.1.fa.scaf00874","MSTS01000874.1","NW_018344825.1",34840
"phaCin_unsw_v4.1.fa.scaf00875","MSTS01000875.1","NW_018344826.1",34835
"phaCin_unsw_v4.1.fa.scaf00876","MSTS01000876.1","NW_018344827.1",34821
"phaCin_unsw_v4.1.fa.scaf00877","MSTS01000877.1","NW_018344828.1",34821
"phaCin_unsw_v4.1.fa.scaf00878","MSTS01000878.1","NW_018344829.1",34796
"phaCin_unsw_v4.1.fa.scaf00879","MSTS01000879.1","NW_018344830.1",34785
"phaCin_unsw_v4.1.fa.scaf00880","MSTS01000880.1","NW_018344831.1",34768
"phaCin_unsw_v4.1.fa.scaf00881","MSTS01000881.1","NW_018344832.1",34686
"phaCin_unsw_v4.1.fa.scaf00882","MSTS01000882.1","NW_018344833.1",34654
"phaCin_unsw_v4.1.fa.scaf00883","MSTS01000883.1","NW_018344834.1",34645
"phaCin_unsw_v4.1.fa.scaf00884","MSTS01000884.1","NW_018344835.1",34643
"phaCin_unsw_v4.1.fa.scaf00885","MSTS01000885.1","NW_018344836.1",34575
"phaCin_unsw_v4.1.fa.scaf00886","MSTS01000886.1","NW_018344837.1",34455
"phaCin_unsw_v4.1.fa.scaf00887","MSTS01000887.1","NW_018344838.1",34427
"phaCin_unsw_v4.1.fa.scaf00888","MSTS01000888.1","NW_018344839.1",34323
"phaCin_unsw_v4.1.fa.scaf00889","MSTS01000889.1","NW_018344840.1",34291
"phaCin_unsw_v4.1.fa.scaf00890","MSTS01000890.1","NW_018344841.1",34287
"phaCin_unsw_v4.1.fa.scaf00891","MSTS01000891.1","NW_018344842.1",34282
"phaCin_unsw_v4.1.fa.scaf00892","MSTS01000892.1","NW_018344843.1",34274
"phaCin_unsw_v4.1.fa.scaf00893","MSTS01000893.1","NW_018344844.1",34262
"phaCin_unsw_v4.1.fa.scaf00894","MSTS01000894.1","NW_018344845.1",34262
"phaCin_unsw_v4.1.fa.scaf00895","MSTS01000895.1","NW_018344846.1",34206
"phaCin_unsw_v4.1.fa.scaf00896","MSTS01000896.1","NW_018344847.1",34200
"phaCin_unsw_v4.1.fa.scaf00897","MSTS01000897.1","NW_018344848.1",34135
"phaCin_unsw_v4.1.fa.scaf00898","MSTS01000898.1","NW_018344849.1",34068
"phaCin_unsw_v4.1.fa.scaf00899","MSTS01000899.1","NW_018344850.1",34055
"phaCin_unsw_v4.1.fa.scaf00900","MSTS01000900.1","NW_018344851.1",33933
